city,country,latitude,longitude,year,co2,life_expectancy,mortality_rate
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,0.26
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,1.11
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,1.44
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,9.78
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,10.08
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,1.93
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,2.0
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,2.46
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,32.12
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,34.61
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,37.18
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,4.09
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,3.88
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,4.32
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,47.77
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,51.51
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,55.42
Alger,Algeria,36.7538,3.0588,2010.0,118.353,74.7,9.46
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,0.26
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,1.12
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,1.44
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,9.71
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,9.98
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,2.0
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,1.93
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,2.47
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,31.84
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,34.38
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,36.99
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,4.03
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,3.81
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,4.27
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,47.33
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,51.16
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,55.16
Alger,Algeria,36.7538,3.0588,2011.0,125.095,74.9,9.42
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,0.28
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,1.47
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,1.16
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,9.55
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,9.79
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,10.02
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,1.98
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,2.08
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,2.54
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,31.75
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,34.41
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,37.15
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,4.09
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,3.86
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,4.35
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,47.37
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,51.43
Alger,Algeria,36.7538,3.0588,2012.0,135.674,75.1,55.65
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,0.26
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,1.08
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,1.39
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,1.91
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,1.87
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,2.39
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,30.63
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,33.14
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,35.71
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,3.87
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,3.64
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,4.11
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,45.41
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,49.21
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,53.13
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,9.01
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,9.26
Alger,Algeria,36.7538,3.0588,2013.0,140.786,75.3,9.49
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,0.28
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,1.13
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,1.43
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,9.68
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,2.01
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,1.93
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,2.46
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,30.93
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,33.44
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,36.0
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,4.05
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,3.8
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,4.31
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,46.12
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,49.99
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,53.95
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,9.44
Alger,Algeria,36.7538,3.0588,2014.0,151.283,75.4,9.18
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,0.28
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,1.12
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,1.41
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,1.98
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,1.91
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,2.44
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,30.42
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,33.05
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,35.73
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,4.02
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,3.76
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,4.29
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,45.33
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,49.37
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,53.51
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,9.27
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,9.47
Alger,Algeria,36.7538,3.0588,2015.0,160.087,75.6,9.06
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,0.35
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,0.25
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,0.47
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,14.0
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,16.28
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,18.91
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,20.18
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,21.12
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,23.1
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,26.18
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,26.09
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,32.33
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,4.07
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,4.71
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,5.51
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,59.61
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,70.61
Luanda,Angola,-8.839,13.2894,2010.0,22.983,49.6,83.31
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,0.36
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,0.26
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,0.49
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,13.62
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,15.85
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,18.43
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,20.02
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,19.72
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,22.51
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,24.96
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,25.36
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,30.99
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,3.95
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,4.56
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,5.34
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,57.57
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,68.25
Luanda,Angola,-8.839,13.2894,2011.0,23.397,51.0,80.61
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,0.36
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,0.26
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,0.48
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,13.42
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,15.86
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,19.14
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,18.67
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,19.56
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,22.69
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,24.23
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,25.91
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,30.45
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,3.83
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,4.48
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,5.29
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,56.21
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,67.62
Luanda,Angola,-8.839,13.2894,2012.0,25.941,56.0,80.8
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,0.37
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,0.27
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,0.49
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,13.26
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,15.79
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,18.14
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,18.7
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,19.33
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,23.24
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,22.57
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,25.91
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,29.47
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,3.76
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,4.42
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,5.25
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,54.75
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,66.38
Luanda,Angola,-8.839,13.2894,2013.0,25.71,51.1,79.83
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,0.36
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,0.26
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,0.48
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,12.53
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,14.86
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,16.03
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,17.57
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,18.43
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,20.75
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,21.39
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,24.42
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,26.58
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,4.14
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,3.51
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,4.92
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,50.76
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,61.49
Luanda,Angola,-8.839,13.2894,2014.0,26.09,51.7,73.96
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,0.38
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,0.28
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,0.49
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,12.83
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,15.07
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,16.53
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,17.69
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,18.83
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,21.2
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,21.72
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,24.66
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,27.04
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,4.16
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,3.55
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,4.93
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,52.02
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,62.53
Luanda,Angola,-8.839,13.2894,2015.0,27.507,52.4,74.8
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,0.35
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,9.62
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,10.57
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,1.88
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,1.9
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,2.56
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,3.33
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,32.48
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,34.64
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,36.99
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,3.52
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,4.11
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,4.43
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,49.41
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,4.8
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,53.12
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,57.22
Tripoli,Libya,32.8872,13.1913,2010.0,59.148,72.8,8.59
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,0.33
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,10.0
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,1.71
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,1.8
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,2.43
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,3.21
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,3.16
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,31.36
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,33.42
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,35.7
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,4.01
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,3.69
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,4.38
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,47.18
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,50.7
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,54.64
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,8.19
Tripoli,Libya,32.8872,13.1913,2011.0,53.542,71.3,9.13
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,0.33
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,9.97
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,1.68
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,1.8
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,2.42
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,3.15
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,3.13
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,31.38
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,33.44
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,35.65
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,4.13
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,3.82
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,4.47
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,47.3
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,50.74
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,54.49
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,8.1
Tripoli,Libya,32.8872,13.1913,2012.0,61.606,72.9,9.08
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,0.35
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,10.22
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,1.77
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,1.87
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,2.5
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,3.34
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,3.25
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,31.84
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,33.89
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,36.14
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,4.14
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,3.88
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,4.45
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,48.14
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,51.62
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,55.48
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,8.3
Tripoli,Libya,32.8872,13.1913,2013.0,51.344,72.9,9.31
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,0.34
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,10.21
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,1.72
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,1.86
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,2.52
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,3.25
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,3.3
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,32.02
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,34.7
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,37.6
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,3.7
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,4.04
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,4.43
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,48.12
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,52.41
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,57.13
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,8.55
Tripoli,Libya,32.8872,13.1913,2014.0,68.348,72.4,9.43
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,0.33
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,10.13
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,1.67
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,1.83
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,2.47
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,3.16
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,3.24
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,31.98
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,34.56
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,37.37
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,3.64
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,3.96
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,4.31
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,47.9
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,52.0
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,56.52
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,8.43
Tripoli,Libya,32.8872,13.1913,2015.0,62.644,72.7,9.34
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,0.25
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,0.57
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,0.97
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,16.82
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,18.36
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,19.66
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,22.33
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,24.34
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,25.21
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,26.52
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,26.61
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,27.74
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,5.09
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,6.73
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,75.06
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,76.61
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,78.21
Bamako,Mali,12.6392,-8.0029,2010.0,2.088,56.5,8.7
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,0.25
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,0.56
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,0.95
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,16.72
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,18.23
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,19.5
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,20.61
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,22.4
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,24.34
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,25.25
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,26.67
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,27.8
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,5.03
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,6.65
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,73.19
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,74.52
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,75.87
Bamako,Mali,12.6392,-8.0029,2011.0,2.279,56.8,8.6
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,0.25
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,0.58
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,0.97
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,17.0
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,18.56
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,19.87
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,20.5
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,22.19
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,24.04
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,25.59
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,27.09
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,28.29
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,5.14
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,6.79
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,74.06
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,75.21
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,76.37
Bamako,Mali,12.6392,-8.0029,2012.0,2.437,57.2,8.77
Bamako,Mali,12.6392,-8.0029,2013.0,2.743,57.3,0.24
Bamako,Mali,12.6392,-8.0029,2013.0,2.743,57.3,0.54
Bamako,Mali,12.6392,-8.0029,2013.0,2.743,57.3,0.9
Bamako,Mali,12.6392,-8.0029,2013.0,2.743,57.3,16.4
Bamako,Mali,12.6392,-8.0029,2013.0,2.743,57.3,17.88
